fid	Museum_ID	Museum_kod	Museum_NAM	Museum_Pro	Museum_Kab	Museum_Ala	Museum_LAT	Museum_LON	Museum_Jen	Museum_Tip	Museum_Pen	Museum_Fot	Museum_P_1	Museum_Kar
226	"226"	"226"	Museum Tuanku Imam Bonjol	Sumatera Barat	Kabupaten Pasaman	Jl. Lintas Sumatera Bukittinggi – Medan km. 55 Bonjol Pasaman Sumatera Barat	0.001634150000000	100.221069700000001	Museum Umum	Tipe C	Dinas Pariwisata	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\226.jpg	15000.000000000000000	7.000000000000000
227	"227"	"227"	Museum Rumah Kelahiran Bung Hatta	Sumatera Barat	Kota Bukittingi	Jl. Soekarno Hatta No. 37	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\227.jpg	14000.000000000000000	76.000000000000000
228	"228"	"228"	Museum Situs Lubang Tambang Mbah Soero	Sumatera Barat	Kota Sawah Lunto	Jl. Kampung Teleng Kel. Pasar	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\228.jpg	300.000000000000000	34.000000000000000
229	"229"	"229"	Museum Kereta Api Kota Sawahlunto	Sumatera Barat	Kota Sawah Lunto	Jl. A. Yani	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\229.jpg	11000.000000000000000	24.000000000000000
230	"230"	"230"	Museum Istano Basa Pagaruyung	Sumatera Barat	Kabupaten Tanah Datar	Jl. Sutan Alam Bagagarsyah	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\230.jpg	1000.000000000000000	34.000000000000000
231	"231"	"231"	Museum Rumah Adat nan Baanjuang	Sumatera Barat	Kota Bukittingi	Jl. Cindua Mato No. 10	-0.300443540000000	100.369579599999994	Museum Umum	Tipe C	Dinas Pendidikan Dan Kebudayaan Kota Bukittinggi	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\231.jpg	40000.000000000000000	56.000000000000000
232	"232"	"232"	Museum Adityawarma	Sumatera Barat	Kota Padang	Jl. Diponegoro No. 10	-0.956527716000000	100.356213699999998	Museum Umum	Tipe B	Dinas Kebudayaan Provinsi Sumatera Barat	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\232.jpg	17000.000000000000000	45.000000000000000
233	"233"	"233"	Museum Goedang Ransoem	Sumatera Barat	Kota Sawah Lunto	Jl. Abdurrahman Hakim	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\233.jpg	17000.000000000000000	34.000000000000000
234	"234"	"234"	Museum Sang Nila Utama dan Taman Budaya	Riau	Kota Pekanbaru	Jl. Jenderal Sudirman No. 194	0.494335011000000	101.454486200000005	Museum Umum	Tipe C	Dinas Kebudayaan Provinsi Riau	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\234.jpg	798.000000000000000	23.000000000000000
235	"235"	"235"	Museum Budaya dan Sejarah Siak Balai Rung Sri	Riau	Kab. Siak	Jl. Sultan Ismail	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\235.jpg	800.000000000000000	67.000000000000000
236	"236"	"236"	Museum Tionghoa	Riau	Kabupaten Rokan Hilir	Bagan Punak Pesisir	2.655203830000000	100.903311500000001	Museum Khusus	Belum Memenuhi Kriteria Syarat	Dinas Pendidikan Dan Kebudayaan Kabupaten Rokan Hilir	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\236.jpg	400.000000000000000	55.000000000000000
237	"237"	"237"	Museum Perjuangan Rakyat Jambi	Jambi	Kota Jambi	Jl. Sultan Agung No.12	-1.596263000000000	103.606870999999998	Museum Khusus	Tipe B	Dinas Kebudayaan Dan Pariwisata Provinsi Jambi	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\237.jpg	7500.000000000000000	44.000000000000000
238	"238"	"238"	Museum Menara Gentala Arasy 	Jambi	Kota Jambi	Kel. Arab Melayu	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\238.jpg	3000.000000000000000	33.000000000000000
239	"239"	"239"	Museum Siginjei	Jambi	Kota Jambi	Jl. Urip Sumoharjo No. 01	-1.607664678000000	103.592802300000002	Museum Umum	Tipe A	Dinas Kebudayaan Dan Pariwisata Provinsi Jambi	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\239.jpg	12000.000000000000000	44.000000000000000
240	"240"	"240"	Museum Perjuangan Subkoss Garuda Sriwijaya	Sumatera Selatan	Kota Lubuklinggau	Jalan Garuda Hitam	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\240.jpg	1200.000000000000000	55.000000000000000
241	"241"	"241"	Monumen Perjuangan Rakyat Sumatera Bagian Selatan / Monpera	Sumatera Selatan	Kota Palembang	Jl. Merdeka No.1	-2.974160250000000	104.761392799999996	Museum Khusus	Belum Memenuhi Standar	UPTD Pengelolaan Sarana Dan Objek Wisata Dinas Pariwisata Kota Palembang	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\241.jpg	3000.000000000000000	44.000000000000000
242	"242"	"242"	Museum Dr. A.K. Gani	Sumatera Selatan	Kota Palembang	Jl. Mp. Mangkunegara No. 1	-2.929796119000000	104.769635600000001	Museum Khusus	Tipe C	Yayasan H.J.R.A Masturah A.K. Gani	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\242.jpg	5120.000000000000000	55.000000000000000
243	"243"	"243"	Museum Negeri Sumatera Selatan	Sumatera Selatan	Kota Palembang	Jl. Srijaya I	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\243.jpg	3120.000000000000000	44.000000000000000
244	"244"	"244"	Museum Sriwijaya	Sumatera Selatan	Kota Palembang	Jl. Syakhyakirti	-3.015032000000000	104.734418000000005	Museum Umum	Tipe B	Dinas Kebudayaan Dan Pariwisata Provinsi Sumatera Selatan	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\244.jpg	6000.000000000000000	55.000000000000000
245	"245"	"245"	Museum Sultan Mahmud Badaruddin II Palembang	Sumatera Selatan	Kota Palembang	Jl. Sultan Mahmud Badaruddin II No.2	-2.989887873000000	104.761422600000003	Museum Umum	Tipe A	Dinas Kebudayaan Kota Palembang	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\245.jpg	0.000000000000000	67.000000000000000
246							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
247							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
248							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
249							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
250							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
251							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
252							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
253							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
254							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
255							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
256							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
257							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
258							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
259							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
260							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
261							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
262							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
263							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
264							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
265							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
266							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
267							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
268							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
269							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
270							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
271							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
272							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
273							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
274							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
275							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
276							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
277							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
278							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
279							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
280							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
281							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
282							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
283							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
284							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
285							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
286							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
287							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
288							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
289							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
290							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
291							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
292							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
293							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
294							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
295							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
296							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
297							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
298							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
299							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
300							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
301							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
302							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
303							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
304							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
305							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
306							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
307							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
308							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
309							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
310							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
311							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
312							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
313							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
314							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
315							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
316							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
317							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
318							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
319							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
320							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
321							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
322							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
323							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
324							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
325							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
326							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
327							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
328							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
329							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
330							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
331							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
332							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
333							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
334							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
335							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
336							0.000000000000000	0.000000000000000					0.000000000000000	0.000000000000000
